name,brand,barcode,proteins,carbohydrates,fats,calories,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
"Kartoffel, geschält, roh",,,2.0,15.6,0.1,76,0,0,0.1,,,0.7,0.0,2.1,0,,1,0.08,0.05,1.2,0.38,0.14,,21.4,0,19.4,0,0.06,,,23,400,5.1,,0.2,1,0.3,51,0.3,4,,
"Kartoffelflocken, mit Milchpulver und Salz (Instant-Kartoffelstock)",,,11.3,65.5,5.3,365,3.1,1.2,0.5,,,10.3,3.1,4.7,13,,47,0.13,0.41,4.51,1.22,0.69,,26.4,0.29,17.7,0.2,0.31,,,71,1230,230,,1.2,1260,2,380,k.A.,6,,
"Kartoffelgratin dauphinois, zubereitet",,,2.5,11.3,7.8,128,4.6,1.8,0.4,,,2.4,0.3,1.3,23,,90,0.05,0.11,0.71,0.33,0.09,,10.7,0.07,10.4,0.1,0.22,,,18,310,52,,0.3,130,0.2,71,k.A.,6.4,,
"Kartoffelgratin Savoyer Art, zubereitet",,,2.1,10.6,2.3,75,1.3,0.6,0.2,,,0.5,0.4,1.4,6,,20,0.09,0.04,0.79,0.25,0.09,,11.7,0.04,11.4,0,0.08,,,18,280,32,,0.3,150,0.2,53,k.A.,5,,
Kartoffelsalat mit Essig-Öl-Sauce,,,1.7,12.8,3.8,96,0.3,2.2,1.1,,,0.6,0.1,1.7,0,,1,0.07,0.04,0.91,0.27,0.1,,10.8,0,13,0,1.15,,,19,290,4.5,,0.2,60,0.2,41,k.A.,3.8,,
Kartoffelsalat mit Mayonnaise-Joghurt-Sauce,,,1.8,12.4,2.2,80,0.4,0.6,1.1,,,0.7,0.2,1.6,4,,4,0.07,0.05,0.87,0.28,0.1,,11.2,0.02,12.6,0,1.1,,,19,280,9.8,,0.2,68,0.2,45,k.A.,4.4,,
Kartoffelstärke,,,0.6,83.1,0.1,336,0,0,0.1,,,0,0.0,0.1,0,,0,0.01,0.01,0.14,0.01,0.01,,0,0,0,0,Sp.,,,6,15,35,,0.2,8,1.8,7,k.A.,1,,
"Kartoffelstock, zubereitet (mit Rahm und Butter)",,,2.0,12.9,8.4,139,5,2,0.5,,,1.1,0.1,1.6,24,,94,0.06,0.06,0.88,0.32,0.1,,10.6,0.03,12.5,0.1,0.23,,,19,300,17,,0.2,54,0.2,52,k.A.,4.2,,
"Kartoffelstock, zubereitet (mit teilentrahmter Milch und Butter)",,,2.2,13.2,2.6,88,1.5,0.6,0.2,,,1.4,0.1,1.6,7,,28,0.06,0.07,0.89,0.33,0.1,,11.2,0.03,12.6,0,0.11,,,20,310,27,,0.2,56,0.2,57,0.4,4.9,,
"Kartoffelstock, zubereitet (mit Vollmilch und Butter)",,,2.2,13.2,2.8,90,1.7,0.6,0.2,,,1.4,0.1,1.6,8,,30,0.06,0.08,0.89,0.33,0.1,,11.2,0.03,12.7,0,0.11,,,20,310,26,,0.2,56,0.2,56,0.4,4.8,,
Käse in Salzlake (Kuhmilch),,,16.0,1.4,20.7,256,12.4,4.9,0.9,,,1.4,3.7,0,62,,203,0.04,0.33,0.2,0.46,0.19,,49,0.88,Sp.,0.3,0.5,,,20,150,480,,Sp.,1500,0.2,340,k.A.,Sp.,,
Käse in Salzlake (Schaf- und Ziegenmilch),,,16.7,1.5,18.8,242,12.1,4.8,0.9,,,0,3.3,0,45,,226,0.04,0.55,0.2,0.24,0.1,,30,0.6,Sp.,0.1,0.49,,,20,150,450,,2,1300,0.2,360,k.A.,Sp.,,
"Käsekuchen, gebacken (mit Blätterteig)",,,13.8,11.7,21.9,300,12.4,5.4,1.3,,,1.2,0.9,0.5,125,,210,0.05,0.23,0.15,0.59,0.07,,9.9,0.74,0.2,0.9,0.63,,,22,130,360,,2,380,0.7,290,k.A.,14,,
"Käsekuchen, gebacken (mit Kuchenteig)",,,14.3,14.5,20.8,303,11.8,5.1,1.3,,,1.2,0.9,0.6,122,,199,0.05,0.23,0.16,0.61,0.08,,10.2,0.74,0.2,0.9,0.63,,,23,130,360,,2,370,0.7,290,k.A.,14,,
Käsereibutter,,,0.4,0.6,82.5,747,49.5,19.4,3.8,,,0.5,0.0,0,246,,856,0,0.02,0,0,0,,0,0,0,1.3,2.2,,,1,18,12,,0.2,10,0,18,k.A.,0,,
"Käseschnitte, zubereitet",,,13.8,26,12.1,272,6.8,2.9,1,,,1,1.4,2.3,73,,103,0.11,0.18,0.67,0.52,0.07,,12,0.58,0.1,0.6,0.49,,,34,150,310,,1.9,560,1.2,290,k.A.,16,,
Kebab im Fladenbrot,,,7.6,14.5,3.6,123,0.8,1.2,1.3,,,2.2,0.6,1.2,18,,21,0.06,0.07,1.6,0.29,0.1,,14.6,0.47,5,0.1,1.6,,,13,190,26,,0.9,240,0.5,75,k.A.,3.1,,
"Kefe, gedämpft (ohne Zugabe von Salz)",,,4.3,10.8,0.2,73,0,0,0.1,,,5.4,0.0,5.3,0,,44,0.15,0.15,2.45,0.4,0.13,,14.7,0,31.8,0,0.57,,,31,290,22,,0.3,3.9,1.8,86,k.A.,4.3,,
"Kefe, roh",,,4.0,10,0.2,68,0,0,0.1,,,5,0.0,5,0,,43,0.16,0.15,2.7,0.41,0.13,,21.6,0,37.4,0,0.5,,,30,300,20,,0.3,4,2,80,k.A.,4,,
Ketchup,,,2.0,26,0.4,117,0.1,0.1,0.2,,,24.8,2.8,0.9,0,,34,0.06,0.06,1,0.2,0.16,,10,0,15,0,1.54,,,19,480,19,,0.1,1120,0.9,40,k.A.,0.9,,
"Kichererbse, gekocht (ohne Zugabe von Fett und Salz)",,,7.3,16.8,2,127,0.3,0.5,1.1,,,0.9,0.0,6.2,0,,10,0.14,0.04,0.44,0.24,0.09,,68,0,1.2,0,0.58,,,48,330,44,,0.9,3,1.9,140,k.A.,0.2,,
"Kichererbse, getrocknet",,,18.6,44.3,4.9,327,0.6,1.4,2.7,,,2.4,0.0,15.5,0,,26,0.52,0.13,1.7,1.11,0.33,,340,0,5.1,0,1.6,,,140,1090,120,,2.4,8.1,5.4,380,k.A.,0.6,,
Kirsch,,,0.0,0,0,233,0,0,0,,,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,2.9,1.9,,0,Sp.,0,0,k.A.,0,,
"Kirsche, gedünstet, abgetropft (ohne Zugabe von Zucker)",,,0.9,12,0.5,58,0.1,0.1,0.1,,,9.2,0.0,1.5,0,,9,0.02,0.02,0.17,0.13,0.03,,3.4,0,2,0,0.16,,,8.1,130,11,,0.1,0.7,0.2,17,0.2,1.4,,
"Kirsche, roh",,,0.8,13,0.4,62,0.1,0.1,0.1,,,10,0.0,1.6,0,,11,0.02,0.02,0.18,0.14,0.04,,5.9,0,4.3,0,0.14,,,8.8,190,9.9,,0.1,1,0.2,19,0.2,1.2,,
"Kirschenkuchen, hausgemacht, gebacken (mit Blätterteig)",,,2.8,18.8,6.9,151,3,2.7,0.8,,,8.4,0.3,1.4,18,,14,0.04,0.05,0.16,0.24,0.04,,5.4,0.08,2.3,0.1,0.74,,,9.1,150,20,,0.2,110,0.3,38,1.6,3.7,,
"Kirschenkuchen, hausgemacht, gebacken (mit Kuchenteig)",,,3.0,19.5,6.7,153,3,2.5,0.8,,,8.4,0.2,1.5,18,,14,0.04,0.05,0.16,0.25,0.05,,5.2,0.08,2.3,0.1,0.7,,,12,160,21,,0.3,89,0.4,46,1.6,3.7,,
"Kiwi, roh",,,0.9,11,0.6,58,0.1,0.2,0.3,,,8.9,0.0,2.4,0,,8,0.01,0.01,0.27,0.27,0.05,,33,0,75.3,0,2.17,,,13,290,33,,0.1,1,0.2,33,0.2,1.7,,
"Knäckebrot, Vollkorn",,,12.0,61.1,1.7,332,0.3,0.2,1.1,,,3.3,1.5,12.4,0,,0,0.31,0.18,1.19,0.85,0.36,,29.6,0,0,0,0.85,,,100,380,26,,3.4,610,4,340,4,3.7,,
"Knäckebrot, Vollkorn mit Leinsamen",,,12.9,55.2,5.7,352,0.7,1,3.7,,,3.1,1.5,13.8,0,,0,0.33,0.16,1.08,0.84,0.34,,33.7,0,0,0,0.82,,,130,410,47,,3.5,610,4.3,360,k.A.,3.6,,
"Knäckebrot, Vollkorn mit Sesam",,,13.1,55.3,6.9,360,1,2.1,3.1,,,3.1,1.5,12.4,0,,0,0.35,0.19,1.53,0.8,0.36,,43.7,0,0,0,0.79,,,130,390,120,,3.6,610,4.4,370,5.6,3.9,,
"Knoblauch, roh",,,7.0,24.5,0.5,137,0.1,Sp.,0.3,,,2.4,0.0,3,0,,0,0.2,0.1,0.7,0.6,1.24,,3,0,30,0,0,,,21,450,38,,0.6,10,1.4,140,k.A.,2.7,,
"Knollensellerie, gedämpft (ohne Zugabe von Salz)",,,1.4,4,0.3,32,0.1,0,0.2,,,1.6,0.1,3.8,0,,6,0.05,0.04,0.26,0.5,0.17,,24.9,0,6,0,0.13,,,12,410,40,,0.3,47,0.3,57,0.9,2.4,,
"Knollensellerie, roh",,,1.4,4,0.3,32,0.1,0,0.2,,,1.6,0.1,3.8,0,,6,0.06,0.04,0.3,0.56,0.19,,39,0,7.1,0,0.12,,,13,460,40,,0.4,56,0.4,56,0.9,2.4,,
Knöpflimehl,,,11.9,71.3,1.3,351,0.2,0.1,0.5,,,0.9,0.0,3.3,0,,1,0.09,0.05,1.79,0.35,0.07,,47.6,0,0,0,0.19,,,24,160,15,,1.8,1.3,0.8,94,k.A.,4.2,,
"Knuspermüeslimischung,  mit Früchten, gezuckert",,,8.7,59.8,15,424,3.5,4.1,6.5,,,18.8,0.5,7.6,0,,3,0.19,0.08,1.12,0.44,0.12,,22.6,0,2.2,0,4.46,,,66,270,31,,1.7,190,2.4,220,k.A.,1.5,,
"Knuspermüeslimischung, angereichert mit Vitaminen und Mineralien",,,10.3,63.4,11.9,420,2.9,3.8,4.5,,,17,0.5,9.1,0,,3,0.9,1.2,13.4,5,1.2,,306.3,2.1,66.5,2.5,10,,,130,300,180,,1.8,200,4.3,250,k.A.,1.4,,
"Knuspermüeslimischung, gezuckert (Durchschnitt) ",,,9.4,58.6,15.9,430,3.9,4.9,6.2,,,18.1,0.4,7.7,0,,3,0.2,0.09,1.05,0.44,0.12,,24.1,0,1.2,0,4.37,,,76,300,36,,1.8,170,2.6,250,k.A.,1.4,,
"Knuspermüeslimischung, mit Nüssen and Samen, gezuckert",,,11.3,56.1,16.1,431,3.2,5.8,6,,,15.1,0.3,8.2,0,,2,0.25,0.12,1.32,0.5,0.15,,32.3,0,0.2,0,4.87,,,97,330,46,,2.2,130,2.8,300,k.A.,1.5,,
"Knuspermüeslimischung, mit Schokolade",,,9.0,58.8,17.4,442,5.2,5.4,5.8,,,19.8,0.4,7.2,0,,3,0.19,0.09,0.64,0.38,0.1,,18.8,0,0.2,0,3.67,,,75,310,37,,1.9,150,2.7,240,k.A.,1.1,,
Kochbutter,,,0.5,0.7,82.2,745,49.3,19.3,3.8,,,0.6,0.0,0,221,,856,0,0.03,0,0,0,,0,0,0,1.3,1.75,,,1.4,20,16,,0.2,10,0,21,0.5,0,,
Kochpökelware (Durchschnitt),,,19.8,0.7,15.6,223,6,7.2,1.1,,,0.7,2.8,0,49,,4,0.64,0.16,5.61,0.88,0.32,,2,0.59,33.6,0.5,0.2,,,21,410,9.8,,2.3,1130,0.5,240,9.7,1.9,,
Kochsalz mit Jod,,,0.0,0,0,0,0,0,0,,,0,98.0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,1,4,10,,0.1,39200,0.3,8,0.1,2500,,
Kochsalz mit Jod und Fluor,,,0.0,0,0,0,0,0,0,,,0,100.0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,1,4,10,,0.1,39900,0.3,8,0.1,2500,,
Kochsalz ohne Jod und Fluor,,,0.0,0,0,0,0,0,0,,,0,100.0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,1,4,10,,0.1,39900,0.3,8,0.1,20,,
Kochspeck,,,17.8,0.6,27.6,322,10.6,12.9,2.2,,,0.6,2.8,0,49,,6,0.62,0.14,4.08,0.6,0.22,,3,0.35,24.3,0.6,0.29,,,16,270,10,,2,1130,0.4,150,11,1.1,,
Kochwürste (Durchschnitt),,,15.4,1.1,23.5,278,8.6,10.7,2.8,,,1,2.6,0.1,93,,992,0.18,0.45,3.92,0.85,0.18,,12.5,3.49,10.6,0,0.35,,,11,180,25,,2.4,1030,8.7,110,k.A.,3.9,,
"Kohlgemüse (Durchschnitt), gekocht (ohne Zugabe von Salz und Fett)",,,2.2,3.1,0.4,29,0.1,0.1,0.2,,,2.6,0.0,2.4,0,,16,0.06,0.06,0.45,0.35,0.15,,28.2,0,49.9,0,0.96,,,13,260,35,,0.2,6.8,0.3,46,1.3,2.2,,
"Kohlgemüse (Durchschnitt), roh",,,2.3,3.2,0.4,30,0.1,0.1,0.2,,,2.8,0.0,2.5,0,,17,0.07,0.07,0.56,0.41,0.18,,46.9,0,70.3,0,0.98,,,14,310,37,,0.3,8.1,0.4,48,1.4,2.3,,
"Kohlrabi, gedämpft (ohne Zugabe von Salz)",,,2.0,3.9,0.2,28,0,0,0.1,,,3.8,0.0,1.5,0,,3,0.03,0.05,1.6,0.11,0.07,,26.4,0,48,0,0.53,,,16,300,25,,0.2,16,0.2,45,0.9,0.8,,
"Kohlrabi, roh",,,1.9,3.7,0.2,27,0,0,0.1,,,3.6,0.0,1.4,0,,3,0.03,0.05,1.8,0.12,0.08,,39.5,0,57.6,0,0.48,,,16,310,23,,0.2,16,0.2,43,0.9,0.7,,
Kokosfett,,,0.8,0,99,894,83.7,5.2,1.3,,,0,0.0,0,0,,0,Sp.,Sp.,0,0,Sp.,,Sp.,0,0,0,0,,,200,2,2,,Sp.,2,0,1,k.A.,Sp.,,
Kokosmakronen,,,6.9,35.1,38.9,549,33.8,1.5,0.2,,,35.1,0.2,15.7,0,,0,0.02,0.07,0.39,0.04,0.06,,14,0.06,0,0,0.05,,,66,480,8.3,,0.9,98,1.8,120,6.6,5.3,,
Kokosnuss,,,4.6,4.8,36.5,384,32.1,2.2,0.7,,,4.8,0.1,9,0,,0,0.06,0.01,0.38,0.2,0.06,,30,0,2,0,0.15,,,39,380,20,,0.8,35,2.3,94,4,1.2,,
"Kokosnuss, getrocknet (Kokosrapseln, Kokosflocken)",,,7.6,5.3,61.3,653,53.3,2.4,0.4,,,5.3,0.0,24.7,0,,0,0.03,0,0.6,0,0.09,,20.6,0,0,0,0.08,,,100,710,11,,1.5,19,2.8,180,6.9,6,,
"Kokosnussgetränk, nature",,,0.4,2.8,1,22,0.8,0,0,,,1.9,0.1,0.1,0,,1,0,0,0.1,0.03,0,,0.5,0,Sp.,0,Sp.,,,5.9,72,2.7,,0,34,0.1,3.9,0.4,0.6,,
"Kokosnussgetränk, nature, mit Calcium und Vitaminen angereichert",,,0.4,2.8,1,22,0.8,0,0,,,1.9,0.1,0.1,0,,0,0,0,0.1,0.03,0,,0.5,0.38,Sp.,0.8,Sp.,,,5.9,72,120,,0,34,0.1,70,0.4,0.6,,
Kokosnussmilch,,,2.4,3.1,21.3,214,18.9,0.9,0.2,,,1.7,0.0,0.1,0,,0,0.02,0,0.64,0.15,0.03,,14,0,1,0,0.7,,,46,220,18,,0.6,13,3.3,96,3,1,,
"Kondensmilch, gezuckert",,,8.0,54.3,10,339,6,2.4,0.5,,,54.3,0.3,0,36,,96,0.09,0.43,0.22,0.8,0.07,,7,0.58,2.5,0.2,0.2,,,24,360,280,,0.9,120,0.2,250,k.A.,18,,
"Kondensmilch, ungezuckert",,,6.4,9.3,7.6,131,4.6,1.8,0.4,,,9.3,0.2,0,20,,54,0.07,0.37,0.2,0.64,0.06,,6,0.4,2.1,0.1,0.17,,,27,320,240,,0.8,98,0.1,190,3,6.7,,
Konfitüre,,,0.5,58.7,0.5,246,Sp.,Sp.,Sp.,,,58.7,0.0,2.2,0,,9,0.02,0.02,0.9,0.03,Sp.,,Sp.,0,4,0,0,,,2,100,18,,0.2,12,1.4,7,k.A.,1,,
"Konfitüre, energievermindert, mit Süssstoffen",,,0.5,31.9,0.5,136,Sp.,Sp.,Sp.,,,31.9,0.1,0.8,0,,9,Sp.,Sp.,Sp.,0.05,Sp.,,Sp.,0,26,0,0,,,1,120,19,,Sp.,20,0.4,15,k.A.,2,,
"Kopfsalat, roh",,,1.3,1.1,0.2,14,0,0,0.1,,,1,0.0,1.6,0,,155,0.07,0.08,0.4,0.13,0.05,,34.7,0,9,0,0.6,,,7.6,140,31,,0.2,2.3,0.4,17,k.A.,3.3,,
"Kotelett (Durchschnitt aus Kalb, Schwein, Lamm), gebraten (ohne Zusatz von Fett und Salz)",,,28.8,0,12,223,4.6,5.3,1.2,,,0,0.1,0,81,,4,0.72,0.21,k.A.,1,0.64,,2.9,0.98,0,1.3,0.4,,,26,390,7,,2.1,54,0.6,230,k.A.,1.4,,
"Kotelett (Durchschnitt aus Kalb, Schwein, Lamm), roh",,,21.3,0,10.2,177,3.9,4.5,1,,,0,0.1,0,57,,3,0.73,0.16,k.A.,0.86,0.68,,2.7,0.9,0,1.1,0.34,,,21,350,5.1,,1.6,45,0.5,190,k.A.,1,,
"Krustentiere (Durchschnitt), roh",,,15.5,1,1,75,0.1,0.2,0.3,,,0,0.7,0,123,,1,0.14,0.05,3.84,0.75,0.15,,15.5,0.45,2,0,1.9,,,34,210,30,,2.7,270,1.2,190,k.A.,170,,
"Kuchenteig (mit Butter), ungebacken",,,6.7,38.5,21.2,375,12.4,4.9,1.3,,,0.3,0.8,1.8,55,,213,0.12,0.03,0.18,0.26,0.09,,8.8,0,0,0.3,0.73,,,19,100,11,,0.7,330,0.8,72,1.4,0.7,,
"Kuchenteig (mit pflanzlichem Fett), ungebacken",,,6.6,38.1,23.5,394,10.8,9.3,2.5,,,0.2,0.8,1.8,0,,0,0.12,0.02,0.18,0.26,0.09,,8.8,0,0,0,2.26,,,19,98,7.8,,0.6,320,0.8,67,1.3,0.7,,
"Kuchenteig, Vollkorn (mit Butter), ungebacken",,,7.6,33.8,21.5,372,12.4,4.9,1.8,,,0.7,0.8,6.1,55,,213,0.26,0.1,0.35,0.66,0.25,,27.6,0,0,0.3,0.9,,,72,220,20,,1.9,340,2.8,200,2.9,1.5,,
"Kuchenteig, Vollkorn (mit pflanzichem Fett), ungebacken",,,7.6,33.7,20.2,359,6.1,9.4,4.3,,,0.6,0.9,6.1,0,,8,0.26,0.1,0.4,0.68,0.25,,28.1,0.01,0,0.8,3.4,,,72,230,18,,1.9,350,2.8,200,2.8,1.9,,
"Kürbis-Piccata, zubereitet",,,5.5,9.4,8.5,140,2.3,4.3,0.9,,,3.7,0.2,2.2,69,,401,0.06,0.12,0.41,0.73,0.09,,17.4,0.33,8.8,0.5,0.6,,,13,360,100,,0.6,97,0.6,100,k.A.,9.3,,
"Kürbis, gedämpft (ohne Zugabe von Salz)",,,1.1,4.7,0.1,29,0,0,0,,,4,0.0,2.2,0,,665,0.05,0.06,0.43,0.44,0.08,,13.2,0,12.2,0,0.11,,,8.2,370,43,,0.1,0.8,0.2,28,0.2,0.2,,
"Kürbis, roh",,,1.1,4.6,0.1,28,0,0,0,,,3.9,0.0,2.2,0,,680,0.05,0.07,0.5,0.48,0.09,,20.2,0,14.9,0,0.1,,,8.4,400,41,,0.1,0.9,0.2,27,0.2,0.2,,
Kürbiskerne,,,35.6,4.7,49.1,615,8.7,16.2,21,,,1.4,0.0,6,0,,2,0.29,0.16,2.74,0.39,0.1,,129,0,1.9,0,1.97,,,520,900,63,,5,5.3,8.2,1090,11,2.7,,
Kürbiskernöl,,,0.0,0,90,810,14.8,25.6,44.5,,,0,0.0,0,0,,700,0,0,0,0,0,,0,0,0,0,8.19,,,0,0,0,,0,0,0,0,0,0,,
"Kürbisscheiben, paniert, zubereitet",,,4.7,16.7,5.8,144,0.7,3.6,0.8,,,4.1,0.2,2.7,47,,378,0.08,0.09,0.47,0.68,0.09,,17.8,0.17,9,0.4,0.56,,,12,370,50,,0.4,93,0.6,66,k.A.,5.8,,
"Lachs, geräuchert",,,23.2,0,8.2,167,1.8,2.7,2.7,,,0,4.1,0,50,,7,0.25,0.16,8.7,0.71,0.64,,3,4.3,0,6.3,1.8,,,27,410,10,,0.4,1660,0,310,k.A.,56,,
"Lachs, Wildfang, roh",,,19.7,0,11.5,182,1.8,4.4,1.9,,,0,0.2,0,50,,0,0.2,0.15,7,2,0.6,,13,6.9,0,8.4,1.3,,,30,480,8,,0.4,63,0.4,260,k.A.,53,,
"Lachs, Zucht, Filet, gedämpft (ohne Zusatz von Fett und Salz)",,,18.7,0,11.7,180,1.9,4.3,2.2,,,0,0.2,0,83,,10,0.2,0.12,7.18,1.75,0.44,,11.4,6.9,1,7.3,1.23,,,30,410,15,,0.5,61,0.4,260,k.A.,49,,
"Lachs, Zucht, roh",,,19.9,0,13.4,200,2.2,4.9,2.5,,,0,0.1,0,66,,11,0.21,0.14,8.2,2,0.5,,13,6.9,1,8.3,1.4,,,28,440,12,,0.4,57,0.4,250,k.A.,44,,
"Lamm, Filet, ""medium"" gebraten (ohne Zusatz von Fett und Salz)",,,25.8,0,3.6,136,1.4,1.6,0.2,,,0,0.2,0,88,,10,0.1,0.25,6.08,0.7,0.14,,25.6,2.05,0,0,0.2,,,31,290,14,,4.3,77,2.4,220,5.5,0.9,,
"Lamm, Filet, roh",,,20.4,0,3.4,112,1.3,1.5,0.2,,,0,0.2,0,66,,9,0.13,0.23,6.51,0.66,0.17,,24,2.2,0,Sp.,0.19,,,27,280,12,,3.2,68,1.9,190,4.1,0.7,,
"Lamm, Gigot, gebraten (ohne Zusatz von Fett und Salz)",,,28.6,0,9.8,203,5.2,4.5,1.1,,,0,0.2,0,97,,11,0.16,0.07,k.A.,1.1,0.41,,7.2,3.77,0,7.2,0.48,,,25,390,6.3,,5.4,77,2.3,240,7,1.2,,
"Lamm, Gigot, roh (Schweiz, Neuseeland)",,,20.2,0,8.2,155,4.4,3.7,0.9,,,0,0.2,0,65,,9,0.18,0.06,k.A.,0.92,0.46,,6,3.61,0,6.1,0.4,,,20,330,4.7,,3.6,61,1.6,190,4.7,0.8,,
"Lamm, Kotelett, roh (Schweiz)",,,20.2,0,10.9,179,5.2,4,0.9,,,0,0.2,0,72,,9,0.18,0.06,k.A.,0.57,0.32,,6,3.61,0,5.2,0.5,,,20,310,8.4,,2.1,69,1.5,180,7,0.9,,
"Lamm, Nierstück, roh (Australien, Neuseeland)",,,21.8,0,3.3,117,1.9,1.9,0.4,,,0,0.1,0,72,,9,0.18,0.06,k.A.,0.92,0.51,,6,3.61,0,2.9,0.5,,,23,330,3.8,,2.3,44,1.9,200,8.7,0.8,,
"Lamm, Racks, roh (Australien, Neuseeland)",,,20.3,0,8.3,156,4.3,3.5,0.9,,,0,0.2,0,68,,9,0.18,0.06,1.2,0.57,0.61,,6,3.61,0,2.9,0.5,,,24,300,7.5,,2.2,63,1.8,180,k.A.,0.9,,
"Lamm, Voressen, roh (Schweiz)",,,19.6,0,8.4,154,4.3,3.7,1,,,0,0.2,0,66,,0,0.18,0.06,1.2,0.57,0.36,,6,3.61,0,6.1,0.5,,,18,310,4.6,,4.3,60,1.3,170,k.A.,0.7,,
"Lamm/Schaf (Durchschnitt exkl. Innereien, Kotelett), roh",,,20.5,0,5.8,134,3,2.7,0.6,,,0,0.1,0,67,,7,0.17,0.1,3.86,0.77,0.38,,10.5,3.26,0,3.8,0.4,,,22,310,6.3,,3.3,58,1.7,190,k.A.,0.7,,
"Lammragout mit Sauce, zubereitet",,,11.1,3,6.1,113,2.2,3.3,0.8,,,1.2,0.8,0.6,38,,121,0.05,0.03,0.43,0.21,0.11,,8.5,1.24,0.7,2.8,0.72,,,8.7,130,9,,2.5,310,0.8,84,k.A.,1,,
Landjäger,,,26.6,Sp.,42.7,491,16.9,19.1,3.5,,,Sp.,3.5,0,86,,1,0.23,0.13,5.5,0.7,0.22,,2.6,2,Sp.,1.6,Sp.,,,21,320,21,,3.9,1410,1.9,180,11,0.8,,
"Latte macchiato, ungezuckert",,,2.2,3.2,2.8,47,1.7,0.7,0.1,,,3.2,0.1,0,11,,33,0.01,0.15,0.1,0.25,0.02,,3,0.11,0.7,0,0.09,,,7.6,110,84,,0.3,27,0,63,k.A.,6.6,,
"Lattich, roh",,,1.2,1.3,0.3,16,0,0,0.2,,,1.3,0.0,1.5,0,,195,0.07,0.07,0.4,0.17,0.06,,64.9,0,5.9,0,0.29,,,11,230,37,,Sp.,8,0.3,24,k.A.,3.3,,
"Lauch, gedünstet (ohne Zugabe von Fett und Salz)",,,1.7,3.9,0.3,31,0,0,0.2,,,3.7,0.0,3,0,,23,0.1,0.04,0.36,0.12,0.27,,64.7,0,15.7,0,0.57,,,8.2,210,27,,0.2,4.9,0.3,30,0.2,9.2,,
"Lauch, roh",,,1.6,3.7,0.3,30,Sp.,Sp.,0.2,,,3.5,0.0,2.8,0,,23,0.12,0.04,0.4,0.14,0.3,,96,0,19.2,0,0.51,,,8.8,240,25,,0.2,5.1,0.4,28,0.2,8.6,,
Laugenbrötli (mit jodiertem Kochsalz),,,9.3,48.9,4.9,282,0.9,1.9,1.8,,,2.2,1.5,2.3,1,,0,0.14,0.12,0.46,0.4,0.06,,20.3,0.09,0.1,0,1.25,,,15,190,57,,0.6,610,0.5,89,k.A.,39,,
"Laugengebäck trocken (Bretzel, Sticks)",,,8.6,72.1,4.1,361,1,1.6,1.2,,,0.4,4.3,0.7,0,,1,0.01,0.04,0.67,0,0,,0,0,0,0.1,0.92,,,0,120,140,,0.5,1710,0.7,120,k.A.,0,,
Laugengipfeli (mit jodiertem Kochsalz),,,9.1,39.4,25,423,14.7,5.8,1.5,,,1.3,4.1,1.9,76,,194,0.11,0.09,0.39,0.35,0.05,,20,0.08,0,0.5,0.75,,,11,140,35,,0.5,1630,0.4,68,2,100,,
"Leber (Durchschnitt aus Rind, Kalb, Schwein), gebraten (ohne Zusatz von Fett und Salz)",,,23.5,4.4,5,157,1.7,0.8,1.3,,,0,0.2,0,430,,9889,0.29,3.33,15.6,7.6,0.75,,205.9,50,21,0.8,0.64,,,20,290,9.6,,5.3,90,13,360,k.A.,13,,
"Leber (Durchschnitt aus Rind, Kalb, Schwein), roh",,,20.3,3.6,4.3,134,1.5,0.7,1.1,,,0,0.2,0,353,,9010,0.28,2.87,15.05,7.33,0.77,,198.7,54.67,23,0.7,0.53,,,20,320,7.9,,5.1,87,11,360,k.A.,10,,
Leberwurst,,,19.8,0.5,19.1,253,7.2,8.7,2.2,,,0.3,2.2,0.2,111,,1526,0.23,0.64,4.15,1.21,0.24,,19.6,5.14,3.9,0,0.51,,,16,170,4.7,,2,860,3.6,130,k.A.,4.3,,
Lebkuchen,,,6.5,61.6,13.8,404,1.4,7.9,3.6,,,41.2,0.3,4.2,27,,142,0.07,0.11,0.91,0.31,0.12,,11,0,2.7,0,6.68,,,45,310,69,,0.9,120,1.9,200,k.A.,2.2,,
Lebkuchen mit Schokoladeüberzug,,,6.5,60.2,18.9,444,6.8,8.7,2.9,,,45.4,0.4,3.5,22,,119,0.07,0.19,0.75,0.28,0.09,,9.8,0,2.7,0,4.75,,,48,410,120,,1.1,140,2,210,k.A.,6.6,,
